Experiment NO, P2P_Amp, Vel_max, minDeltaSec, minWSec, NumPulses, Start_Time, End_Time, PRTS_dt, TrapV_ta, TrapV_tv, TrapV_tx, SOS_minFreq, SOS_maxFreq, SOS_freqCount, Random Direction, PRBS_SR
0,5,2,0,0,10,4,200,0,0,0,0,0,0,0,0,0
